"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"	File1	File2
"8687"	"eland"	"D2301170650"	67.96	"Taurotragus"	"oryx"	NA	NA	NA	"98-08-31"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0650"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170650/230302_SEQ061_FP200009145_L01_SP2302150640/FP200009145_L01_397_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170650/230302_SEQ061_FP200009145_L01_SP2302150640/FP200009145_L01_397_2.fq.gz
"8687"	"eland"	"D2301170650"	67.96	"Taurotragus"	"oryx"	NA	NA	NA	"98-08-31"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0650"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170650/230311_SEQ024_FP150001264BL_L01_SP2302150640/FP150001264BL_L01_397_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170650/230311_SEQ024_FP150001264BL_L01_SP2302150640/FP150001264BL_L01_397_2.fq.gz
"8946"	"eland"	"D2301170651"	58.32	"Taurotragus"	"oryx"	"Kor. S03 12 908 E037 48 837"	NA	NA	"99-08-10"	"1811/99"	NA	"F"	"+"	"Kenya"	"Tsavo (Ziwani)"	"Box1"	"ToryKen_0651"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170651/230302_SEQ061_FP200009145_L01_SP2302150641/FP200009145_L01_398_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170651/230302_SEQ061_FP200009145_L01_SP2302150641/FP200009145_L01_398_2.fq.gz
"9050"	"eland"	"D2301170652"	80.02	"Taurotragus"	"oryx"	"N06 07 594 E034 50 378"	"1660"	NA	"00-02-14"	"2144/00"	NA	"F"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0652"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170652/230311_SEQ024_FP150001264BL_L01_SP2302150642/FP150001264BL_L01_399_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170652/230311_SEQ024_FP150001264BL_L01_SP2302150642/FP150001264BL_L01_399_2.fq.gz
"9050"	"eland"	"D2301170652"	80.02	"Taurotragus"	"oryx"	"N06 07 594 E034 50 378"	"1660"	NA	"00-02-14"	"2144/00"	NA	"F"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0652"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170652/230302_SEQ061_FP200009145_L01_SP2302150642/FP200009145_L01_399_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170652/230302_SEQ061_FP200009145_L01_SP2302150642/FP200009145_L01_399_2.fq.gz
"9051"	"eland"	"D2301170653"	69.12	"Taurotragus"	"oryx"	"N06 000 E035 56 000"	"1661"	NA	"00-02-15"	"0"	NA	"F"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0653"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170653/230302_SEQ061_FP200009145_L01_SP2302150643/FP200009145_L01_400_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170653/230302_SEQ061_FP200009145_L01_SP2302150643/FP200009145_L01_400_2.fq.gz
"9051"	"eland"	"D2301170653"	69.12	"Taurotragus"	"oryx"	"N06 000 E035 56 000"	"1661"	NA	"00-02-15"	"0"	NA	"F"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0653"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170653/230311_SEQ024_FP150001264BL_L01_SP2302150643/FP150001264BL_L01_400_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170653/230311_SEQ024_FP150001264BL_L01_SP2302150643/FP150001264BL_L01_400_2.fq.gz
"9052"	"eland"	"D2301170654"	63.98	"Taurotragus"	"oryx"	"N06 07 594 E034 50 378"	"1657"	NA	"00-02-14"	"2145/00"	NA	"F"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0654"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170654/230302_SEQ061_FP200009145_L01_SP2302150644/FP200009145_L01_401_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170654/230302_SEQ061_FP200009145_L01_SP2302150644/FP200009145_L01_401_2.fq.gz
"9053"	"eland"	"D2301170655"	64.08	"Taurotragus"	"oryx"	"N06 07 594 E034 50 378"	"1662"	NA	"00-02-14"	"2146/00"	NA	"M"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0655"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170655/230311_SEQ024_FP150001264BL_L01_SP2302150645/FP150001264BL_L01_403_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170655/230311_SEQ024_FP150001264BL_L01_SP2302150645/FP150001264BL_L01_403_2.fq.gz
"9053"	"eland"	"D2301170655"	64.08	"Taurotragus"	"oryx"	"N06 07 594 E034 50 378"	"1662"	NA	"00-02-14"	"2146/00"	NA	"M"	NA	"Ethiopia"	"Omo NP"	"Box1"	"ToryEth_0655"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170655/230302_SEQ061_FP200009145_L01_SP2302150645/FP200009145_L01_403_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170655/230302_SEQ061_FP200009145_L01_SP2302150645/FP200009145_L01_403_2.fq.gz
"9076"	"eland"	"D2301170656"	63.2	"Taurotragus"	"oryx"	"Kor. S07 12 765 E035 00 733"	NA	NA	"00-01-18"	"2004/00"	NA	"M"	NA	"Tanzania"	"Ruaha central"	"Box1"	"ToryTan_0656"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170656/230311_SEQ024_FP150001264BL_L01_SP2302150646/FP150001264BL_L01_404_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170656/230311_SEQ024_FP150001264BL_L01_SP2302150646/FP150001264BL_L01_404_2.fq.gz
"9076"	"eland"	"D2301170656"	63.2	"Taurotragus"	"oryx"	"Kor. S07 12 765 E035 00 733"	NA	NA	"00-01-18"	"2004/00"	NA	"M"	NA	"Tanzania"	"Ruaha central"	"Box1"	"ToryTan_0656"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170656/230302_SEQ061_FP200009145_L01_SP2302150646/FP200009145_L01_404_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170656/230302_SEQ061_FP200009145_L01_SP2302150646/FP200009145_L01_404_2.fq.gz
"9103"	"eland"	"D2301170657"	60.4	"Taurotragus"	"oryx"	"Kor. S07 55 210 E035 10 220"	"2278"	NA	"00-01-18"	"2006/00"	NA	"F"	NA	"Tanzania"	"Ruaha central"	"Box1"	"ToryTan_0657"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170657/230302_SEQ061_FP200009145_L01_SP2302150647/FP200009145_L01_405_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170657/230302_SEQ061_FP200009145_L01_SP2302150647/FP200009145_L01_405_2.fq.gz
"9105"	"eland"	"D2301170658"	64.04	"Taurotragus"	"oryx"	"Kor. S07 08 569 E035 03 688"	NA	NA	"00-01-18"	"2003/00"	NA	"M"	NA	"Tanzania"	"Ruaha central"	"Box1"	"ToryTan_0658"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170658/230311_SEQ024_FP150001264BL_L01_SP2302150648/FP150001264BL_L01_406_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170658/230311_SEQ024_FP150001264BL_L01_SP2302150648/FP150001264BL_L01_406_2.fq.gz
"9105"	"eland"	"D2301170658"	64.04	"Taurotragus"	"oryx"	"Kor. S07 08 569 E035 03 688"	NA	NA	"00-01-18"	"2003/00"	NA	"M"	NA	"Tanzania"	"Ruaha central"	"Box1"	"ToryTan_0658"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170658/230302_SEQ061_FP200009145_L01_SP2302150648/FP200009145_L01_406_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170658/230302_SEQ061_FP200009145_L01_SP2302150648/FP200009145_L01_406_2.fq.gz
"1909/4087"	"eland"	"D2301170948"	87.76	"Taurotragus"	"oryx"	NA	NA	NA	NA	NA	NA	NA	NA	"Kenya"	"Lac Loleit"	"Box7"	"ToryKen_0948"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170948/230302_SEQ064_FP200009230_L01_SP2302150922/FP200009230_L01_390_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170948/230302_SEQ064_FP200009230_L01_SP2302150922/FP200009230_L01_390_2.fq.gz
"4767"	"giant eland"	"D2301170659"	66.24	"Taurotragus"	"derbianus"	NA	"10"	"skin"	"97-02-12"	NA	"Boerge Ladefoged"	"M"	NA	"Cameroun"	"Cameroun, N."	"Box1"	"TderCam_0659"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170659/230311_SEQ024_FP150001264BL_L01_SP2302150649/FP150001264BL_L01_407_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170659/230311_SEQ024_FP150001264BL_L01_SP2302150649/FP150001264BL_L01_407_2.fq.gz
"4767"	"giant eland"	"D2301170659"	66.24	"Taurotragus"	"derbianus"	NA	"10"	"skin"	"97-02-12"	NA	"Boerge Ladefoged"	"M"	NA	"Cameroun"	"Cameroun, N."	"Box1"	"TderCam_0659"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170659/230302_SEQ061_FP200009145_L01_SP2302150649/FP200009145_L01_407_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170659/230302_SEQ061_FP200009145_L01_SP2302150649/FP200009145_L01_407_2.fq.gz
"4768"	"giant eland"	"D2301170660"	65.7	"Taurotragus"	"derbianus"	NA	"11"	"skin"	"97-01-12"	NA	"Boerge Ladefoged"	"M"	NA	"Cameroun"	"Cameroun, N."	"Box1"	"TderCam_0660"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170660/230302_SEQ061_FP200009145_L01_SP2302150650/FP200009145_L01_408_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170660/230302_SEQ061_FP200009145_L01_SP2302150650/FP200009145_L01_408_2.fq.gz
"4768"	"giant eland"	"D2301170660"	65.7	"Taurotragus"	"derbianus"	NA	"11"	"skin"	"97-01-12"	NA	"Boerge Ladefoged"	"M"	NA	"Cameroun"	"Cameroun, N."	"Box1"	"TderCam_0660"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170660/230311_SEQ024_FP150001264BL_L01_SP2302150650/FP150001264BL_L01_408_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170660/230311_SEQ024_FP150001264BL_L01_SP2302150650/FP150001264BL_L01_408_2.fq.gz
"38221"	"giant eland"	"D2301170950"	77.02	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad?"	"Zoo, poss Chad"	"Box7"	"TderCha_0950"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170950/230302_SEQ064_FP200009230_L01_SP2302150924/FP200009230_L01_392_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170950/230302_SEQ064_FP200009230_L01_SP2302150924/FP200009230_L01_392_2.fq.gz
"53998"	"giant eland"	"D2301170954"	108.74	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Belgian Congo"	"Box7"	"TderDRC_0954"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170954/230302_SEQ064_FP200009230_L01_SP2302150926/FP200009230_L01_395_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170954/230302_SEQ064_FP200009230_L01_SP2302150926/FP200009230_L01_395_2.fq.gz
"81251"	"giant eland"	"D2301170955"	82.36	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"South Sudan"	"Amardi (Amadi?)"	"Box7"	"TderSSu_0955"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170955/230302_SEQ064_FP200009230_L01_SP2302150927/FP200009230_L01_396_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170955/230302_SEQ064_FP200009230_L01_SP2302150927/FP200009230_L01_396_2.fq.gz
"53449A"	"giant eland"	"D2301170956"	98.12	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Faradje"	"Box7"	"TderDRC_0956"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170956/230302_SEQ064_FP200009230_L01_SP2302150928/FP200009230_L01_397_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170956/230302_SEQ064_FP200009230_L01_SP2302150928/FP200009230_L01_397_2.fq.gz
"75-33-m-4"	"giant eland"	"D2301170957"	90.1	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad?"	"Zoo, poss Chad"	"Box7"	"TderCha_0957"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170957/230302_SEQ064_FP200009230_L01_SP2302150929/FP200009230_L01_398_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170957/230302_SEQ064_FP200009230_L01_SP2302150929/FP200009230_L01_398_2.fq.gz
"CAM III 149"	"giant eland"	"D2301170958"	86.42	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon?"	"CAMII"	"Box7"	"TderCam_0958"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170958/230302_SEQ064_FP200009230_L01_SP2302150930/FP200009230_L01_399_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170958/230302_SEQ064_FP200009230_L01_SP2302150930/FP200009230_L01_399_2.fq.gz
"RC36493"	"giant eland"	"D2301170959"	50.24	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad?"	"Zoo, poss Chad"	"Box7"	"TderCha_0959"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170959/230302_SEQ064_FP200009230_L01_SP2302150931/FP200009230_L01_400_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170959/230302_SEQ064_FP200009230_L01_SP2302150931/FP200009230_L01_400_2.fq.gz
"RC-76-61-m-1"	"giant eland"	"D2301170960"	95.06	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad?"	"Zoo, poss Chad"	"Box7"	"TderCha_0960"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170960/230302_SEQ064_FP200009230_L01_SP2302150932/FP200009230_L01_401_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170960/230302_SEQ064_FP200009230_L01_SP2302150932/FP200009230_L01_401_2.fq.gz
"RG35722"	"giant eland"	"D2301170962"	66.58	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad?"	"Zoo, poss Chad"	"Box7"	"TderCha_0962"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170962/230302_SEQ064_FP200009230_L01_SP2302150934/FP200009230_L01_404_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170962/230302_SEQ064_FP200009230_L01_SP2302150934/FP200009230_L01_404_2.fq.gz
"RG4907"	"giant eland"	"D2301170963"	117.7	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TderUga_0963"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170963/230302_SEQ064_FP200009230_L01_SP2302150935/FP200009230_L01_405_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170963/230302_SEQ064_FP200009230_L01_SP2302150935/FP200009230_L01_405_2.fq.gz
"RG8295"	"giant eland"	"D2301170964"	113.82	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"Chad"	"-"	"Box7"	"TderCha_0964"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170964/230302_SEQ064_FP200009230_L01_SP2302150936/FP200009230_L01_406_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170964/230302_SEQ064_FP200009230_L01_SP2302150936/FP200009230_L01_406_2.fq.gz
"Sudan I 88"	"giant eland"	"D2301170965"	99.42	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"South Sudan?"	"Sudan"	"Box7"	"TderSSu_0965"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170965/230302_SEQ064_FP200009230_L01_SP2302150937/FP200009230_L01_407_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170965/230302_SEQ064_FP200009230_L01_SP2302150937/FP200009230_L01_407_2.fq.gz
"Sudan I 90"	"giant eland"	"D2301170966"	117.86	"Taurotragus"	"derbianus"	NA	NA	NA	NA	NA	NA	NA	NA	"South Sudan?"	"Sudan"	"Box7"	"TderSSu_0966"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170966/230302_SEQ064_FP200009230_L01_SP2302150938/FP200009230_L01_408_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170966/230302_SEQ064_FP200009230_L01_SP2302150938/FP200009230_L01_408_2.fq.gz
"1060"	"greater kudu"	"D2301170742"	69.9	"Tragelaphus"	"strepsiceros"	NA	"457"	"dry skin"	"94-05-02"	"BP20"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0742"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170742/230302_SEQ062_FP200009146_L01_SP2302150719/FP200009146_L01_378_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170742/230302_SEQ062_FP200009146_L01_SP2302150719/FP200009146_L01_378_2.fq.gz
"1061"	"greater kudu"	"D2301170743"	82.58	"Tragelaphus"	"strepsiceros"	NA	"458"	"dry skin"	"94-05-02"	"BP21"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0743"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170743/230302_SEQ062_FP200009146_L01_SP2302150720/FP200009146_L01_379_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170743/230302_SEQ062_FP200009146_L01_SP2302150720/FP200009146_L01_379_2.fq.gz
"1062"	"greater kudu"	"D2301170744"	93.04	"Tragelaphus"	"strepsiceros"	NA	"459"	"dry skin"	"94-05-02"	"BP22"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0744"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170744/230302_SEQ062_FP200009146_L01_SP2302150721/FP200009146_L01_380_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170744/230302_SEQ062_FP200009146_L01_SP2302150721/FP200009146_L01_380_2.fq.gz
"1063"	"greater kudu"	"D2301170745"	102.02	"Tragelaphus"	"strepsiceros"	NA	"460"	"dry skin"	"94-05-02"	"BP23"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0745"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170745/230302_SEQ062_FP200009146_L01_SP2302150722/FP200009146_L01_381_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170745/230302_SEQ062_FP200009146_L01_SP2302150722/FP200009146_L01_381_2.fq.gz
"1064"	"greater kudu"	"D2301170746"	104.54	"Tragelaphus"	"strepsiceros"	NA	"45"	"dry skin"	"94-05-02"	"BP24"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0746"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170746/230302_SEQ062_FP200009146_L01_SP2302150723/FP200009146_L01_382_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170746/230302_SEQ062_FP200009146_L01_SP2302150723/FP200009146_L01_382_2.fq.gz
"1065"	"greater kudu"	"D2301170747"	100.3	"Tragelaphus"	"strepsiceros"	NA	"46"	"dry skin"	"94-05-02"	"BP25"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0747"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170747/230302_SEQ062_FP200009146_L01_SP2302150724/FP200009146_L01_383_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170747/230302_SEQ062_FP200009146_L01_SP2302150724/FP200009146_L01_383_2.fq.gz
"1066"	"greater kudu"	"D2301170748"	74.16	"Tragelaphus"	"strepsiceros"	NA	"47"	"dry skin"	"94-05-02"	"BP26"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box3"	"TstrNam_0748"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170748/230302_SEQ062_FP200009146_L01_SP2302150725/FP200009146_L01_384_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170748/230302_SEQ062_FP200009146_L01_SP2302150725/FP200009146_L01_384_2.fq.gz
"1067"	"greater kudu"	"D2301170821"	76.34	"Tragelaphus"	"strepsiceros"	NA	"48"	"dry skin"	"94-05-02"	"BP27"	NA	NA	NA	"Namibia"	"Corona (Gamsberg)"	"Box5"	"TstrNam_0821"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170821/230302_SEQ063_FP200009223_L01_SP2302150798/FP200009223_L01_359_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170821/230302_SEQ063_FP200009223_L01_SP2302150798/FP200009223_L01_359_2.fq.gz
"1265"	"greater kudu"	"D2301170822"	73.22	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM16"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0822"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170822/230302_SEQ063_FP200009223_L01_SP2302150799/FP200009223_L01_360_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170822/230302_SEQ063_FP200009223_L01_SP2302150799/FP200009223_L01_360_2.fq.gz
"1266"	"greater kudu"	"D2301170823"	80.52	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM17"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0823"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170823/230302_SEQ063_FP200009223_L01_SP2302150800/FP200009223_L01_361_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170823/230302_SEQ063_FP200009223_L01_SP2302150800/FP200009223_L01_361_2.fq.gz
"1267"	"greater kudu"	"D2301170824"	71.28	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM18"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0824"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170824/230302_SEQ063_FP200009223_L01_SP2302150801/FP200009223_L01_362_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170824/230302_SEQ063_FP200009223_L01_SP2302150801/FP200009223_L01_362_2.fq.gz
"1268"	"greater kudu"	"D2301170825"	69.78	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM19"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0825"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170825/230302_SEQ063_FP200009223_L01_SP2302150802/FP200009223_L01_363_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170825/230302_SEQ063_FP200009223_L01_SP2302150802/FP200009223_L01_363_2.fq.gz
"1269"	"greater kudu"	"D2301170826"	59.16	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM20"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0826"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170826/230302_SEQ063_FP200009223_L01_SP2302150803/FP200009223_L01_364_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170826/230302_SEQ063_FP200009223_L01_SP2302150803/FP200009223_L01_364_2.fq.gz
