"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"
"2548"	"sitatunga"	"D2301170871"	86.1	"Tragelaphus"	"spekei"	NA	"1733"	"dried skin"	"95-08-08"	"PA08"	"P. Arctander"	NA	NA	"Zambia"	"Bangweulu"	"Box5"	"TspeZam_0871"
"3341"	"sitatunga"	"D2301170872"	89.52	"Tragelaphus"	"spekei"	NA	NA	"dried skin"	"95-08-31"	"BOA35"	"David Moyer"	NA	"+"	"Tanzania"	"Niensi"	"Box5"	"TspeTan_0872"
"3344"	"sitatunga"	"D2301170873"	81.56	"Tragelaphus"	"spekei"	NA	NA	"dried skin"	"95-08-10"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0873"
"3346"	"sitatunga"	"D2301170874"	74.48	"Tragelaphus"	"spekei"	NA	NA	"dried skin"	"95-08-23"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0874"
"4288"	"sitatunga"	"D2301170875"	64.82	"Tragelaphus"	"spekei"	NA	"1736"	"skin"	"96-07-11"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0875"
"4289"	"sitatunga"	"D2301170876"	67.8	"Tragelaphus"	"spekei"	NA	NA	"skin"	NA	"BJO12"	"David Moyer"	NA	"+"	"Tanzania"	"Luganzo"	"Box5"	"TspeTan_0876"
"4290"	"sitatunga"	"D2301170877"	65.02	"Tragelaphus"	"spekei"	NA	NA	"skin"	NA	"BST15"	"David Moyer"	NA	"+"	"Tanzania"	"Niensi"	"Box5"	"TspeTan_0877"
"4291"	"sitatunga"	"D2301170878"	75.98	"Tragelaphus"	"spekei"	NA	NA	"skin"	NA	"CLO26"	"David Moyer"	NA	"+"	"Tanzania"	"Niensi"	"Box5"	"TspeTan_0878"
"4310"	"sitatunga"	"D2301170879"	76.14	"Tragelaphus"	"spekei"	NA	NA	"skin"	"94-??-??"	"WG6"	"David Moyer"	NA	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0879"
"5676"	"sitatunga"	"D2301170881"	82.7	"Tragelaphus"	"spekei"	NA	NA	"skin"	"97-08-27"	NA	"David Moyer"	NA	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0881"
"8405"	"sitatunga"	"D2301170883"	97.66	"Tragelaphus"	"spekei"	NA	NA	NA	"97-10-22"	NA	NA	"M"	"+"	"Tanzania"	"Kigosi"	"Box5"	"TspeTan_0883"
"8674"	"sitatunga"	"D2301170884"	95.48	"Tragelaphus"	"spekei"	NA	NA	NA	"98-08-08"	NA	NA	"M"	"+"	"Tanzania"	"Kigozi"	"Box5"	"TspeTan_0884"
"8675"	"sitatunga"	"D2301170885"	84.3	"Tragelaphus"	"spekei"	NA	NA	NA	"98-08-26"	NA	NA	"M"	"+"	"Tanzania"	"Kigozi"	"Box5"	"TspeTan_0885"
"8984"	"sitatunga"	"D2301170886"	74.08	"Tragelaphus"	"spekei"	NA	NA	NA	NA	"No 114"	NA	NA	"+"	"Tanzania"	"Ugalla"	"Box5"	"TspeTan_0886"
"9197"	"sitatunga"	"D2301170887"	69.72	"Tragelaphus"	"spekei"	NA	"2141"	NA	"99-06-??"	NA	"John Mason"	"F"	NA	"Ghana"	NA	"Box5"	"TspeGha_0887"
"9198"	"sitatunga"	"D2301170888"	80.8	"Tragelaphus"	"spekei"	NA	"2142"	NA	"99-02-??"	NA	"John Mason"	"F"	NA	"Ghana"	NA	"Box5"	"TspeGha_0888"
"CAM II 271"	"sitatunga"	"D2301171011"	79.82	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Lelo/Batouri District"	"Box7"	"TspeCam_1011"
"FC109"	"sitatunga"	"D2301171012"	109.18	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Congo-Brazzaville"	"M'Boko/Kouyou District"	"Box7"	"TspeCon_1012"
"M196"	"sitatunga"	"D2301171013"	100.7	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Kanyol/Batouri District"	"Box7"	"TspeCam_1013"
"M207"	"sitatunga"	"D2301171014"	90.38	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Bertoua District"	"Box7"	"TspeCam_1014"
"M447"	"sitatunga"	"D2301171015"	93.9	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Lomie District"	"Box7"	"TspeCam_1015"
"M478"	"sitatunga"	"D2301171016"	116.92	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Lelo/Batouri District"	"Box7"	"TspeCam_1016"
"M73"	"sitatunga"	"D2301171017"	57.26	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Arma/Batouri District"	"Box7"	"TspeCam_1017"
"M831"	"sitatunga"	"D2301171018"	106.94	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Obala/Batouri District"	"Box7"	"TspeCam_1018"
"M915"	"sitatunga"	"D2301171019"	113.74	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Obala/Batouri District"	"Box7"	"TspeCam_1019"
"M954"	"sitatunga"	"D2301171020"	123	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Obala/Batouri District"	"Box7"	"TspeCam_1020"
"Mn0 479"	"sitatunga"	"D2301171021"	124.04	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"Cameroon"	"Lelo/Batouri District"	"Box7"	"TspeCam_1021"
"RG10322"	"sitatunga"	"D2301171022"	98.58	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Mondembe"	"Box7"	"TspeDRC_1022"
"RG20576"	"sitatunga"	"D2301171023"	98.32	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Kwango, linkeroever wamba super"	"Box7"	"TspeDRC_1023"
"RG21929"	"sitatunga"	"D2301171024"	113.12	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Ibembo, rechteroever"	"Box7"	"TspeDRC_1024"
"RG23007"	"sitatunga"	"D2301171025"	112.78	"Tragelaphus"	"spekei"	NA	NA	NA	NA	NA	NA	NA	NA	"DRC"	"Lujwigira vallei, buhanga ndara"	"Box7"	"TspeDRC_1025"
