A	B	A0B0	A1B0	A2B0	A0B1	A1B1	A2B1	A0B2	A1B2	A2B2	fstW	fstU	dxy
TimbTan_0799	TimbKen_0817	1445525578	365943	121919	510351	495667	270785	89282	221286	8073705	0.31197110143277	0.241948896019547	0.000785352073856049
TimbTan_0799	TimbEth_0860	1445911018	383081	145585	416580	432777	309897	139130	228780	7704549	0.372256746470017	0.285319635702693	0.00080394002548365
TimbTan_0799	TimbEth_0861	1446065643	372765	139096	429253	434370	273723	126407	221560	7591725	0.361805802006502	0.276964684432436	0.000777202603610603
TimbTan_0799	TimbEth_0862	1445887667	374983	137020	427753	444503	234663	123730	225825	7794363	0.356359850297884	0.271101465752457	0.000765715049484746
TimbTan_0799	TimbTan_0820	1445914599	308779	68132	330573	485442	304996	65400	234368	7647616	0.257948249001582	0.202828815498408	0.000663486053643892
TimbTan_0800	TimbTan_0801	1445163401	303913	56966	292035	539795	205125	57237	235654	8443046	0.218318957875328	0.165518934185039	0.00062012351660091
TimbTan_0800	TimbTan_0802	1445089090	303061	54149	298673	545930	217531	54794	237935	8496535	0.213237738346798	0.163174311687255	0.000625650683878152
TimbTan_0800	TimbTan_0803	1445077214	303833	56662	303068	549983	204142	56327	235335	8520347	0.214802514790058	0.162900517740662	0.000626101266415274
TimbTan_0800	TimbTan_0804	1445162369	304112	60265	309406	541711	237263	59734	232953	8412725	0.225508007123956	0.172261804637292	0.000640904512542514
TimbTan_0800	TimbTan_0805	1445051319	305584	56746	301561	546427	206963	55685	240101	8542211	0.215898711840093	0.164437039921186	0.000627186739812463
TimbTan_0800	TimbTan_0806	1445551038	291100	55319	298756	516765	242591	53812	221785	8054842	0.22211299016334	0.171586133120016	0.000614744795924678
TimbTan_0800	TimbTan_0807	1445544195	295726	55065	304038	516887	245294	53382	222977	8057668	0.222336797986032	0.172533570651169	0.000619055144406602
TimbTan_0800	TimbTan_0808	1446615194	272581	54759	280305	452020	264022	54277	195836	7059949	0.240653278156636	0.188044224170797	0.000578195231851819
