P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TstrNA-	TderSSu	ScafKen	0.0207643	7.76019	8.48009e-15	1.04971e+06	456004	437452
TstrNam	TderSSu	ScafKen	0.00476213	1.87753	0.060446	1.06605e+06	449171	444913
TstrRSA	TderSSu	ScafKen	0.00485142	1.85744	0.0632489	1.05606e+06	445009	440712
TstrTan	TderSSu	ScafKen	0.00457171	1.80836	0.0705503	1.06626e+06	448977	444890
TstrZam	TderSSu	ScafKen	0.00611593	2.39721	0.0165203	1.05614e+06	446103	440679
TstrZim	TderSSu	ScafKen	0.00616385	2.35993	0.0182786	1.06114e+06	447920	442432
TderUga	ScafKen	TimbAby	0.0491861	18.5915	2.3e-16	685408	537076	486720
TderUga	ScafKen	TimbEth	0.0487848	18.5544	2.3e-16	668365	524540	475741
TderUga	ScafKen	TimbKen	0.049237	18.527	2.3e-16	683497	536270	485939
TderUga	ScafKen	TimbSom	0.0494565	18.603	2.3e-16	684704	537224	486590
TderUga	ScafKen	TimbTan	0.0499067	18.4117	2.3e-16	685422	537366	486279
TderUga	ScafKen	TimbUga	0.0508687	19.2087	2.3e-16	664889	522979	472348
ToryBot	TderUga	ScafKen	0.060098	33.4024	2.3e-16	1.8261e+06	222857	197589
ToryEth	TderUga	ScafKen	0.0584482	33.5306	2.3e-16	1.83405e+06	223399	198727
ToryKen	TderUga	ScafKen	0.0607568	34.0444	2.3e-16	1.79983e+06	219790	194612
ToryNam	TderUga	ScafKen	0.0598939	31.7515	2.3e-16	1.8332e+06	223870	198569
ToryRSA	TderUga	ScafKen	0.0635189	28.3715	2.3e-16	1.71284e+06	209892	184821
ToryTan	TderUga	ScafKen	0.0624135	36.4979	2.3e-16	1.82382e+06	223573	197305
ToryZam	TderUga	ScafKen	0.0601592	32.6823	2.3e-16	1.83199e+06	223375	198024
ToryZim	TderUga	ScafKen	0.0633658	31.6573	2.3e-16	1.77437e+06	220270	194019
TderUga	TscrGha	ScafKen	0.124614	46.4517	2.3e-16	894829	558140	434449
TderUga	TspeBot	ScafKen	0.0261558	13.791	2.3e-16	1.14998e+06	447956	425120
TderUga	TspeCam	ScafKen	0.0264286	12.2805	2.3e-16	1.15649e+06	451552	428299
TderUga	TspeCon	ScafKen	0.0269303	14.387	2.3e-16	1.15674e+06	450407	426784
TderUga	TspeDRC	ScafKen	0.0258368	12.3655	2.3e-16	1.15597e+06	450949	428234
TderUga	TspeGha	ScafKen	0.0271154	13.8383	2.3e-16	1.15152e+06	447981	424328
TderUga	TspeTan	ScafKen	0.0251253	11.6114	2.3e-16	1.15132e+06	448856	426854
TderUga	TspeZam	ScafKen	0.024602	11.5273	2.3e-16	1.13834e+06	443942	422623
TstrBot	TderUga	ScafKen	0.00263791	1.04847	0.294424	1.06579e+06	448315	445956
TstrNA-	TderUga	ScafKen	0.0194619	7.39364	1.42864e-13	1.04784e+06	455139	437761
TstrNam	TderUga	ScafKen	0.00346602	1.39635	0.162608	1.06415e+06	448314	445217
TstrRSA	TderUga	ScafKen	0.00356709	1.39171	0.164011	1.05422e+06	444131	440974
TstrTan	TderUga	ScafKen	0.00328889	1.32719	0.184446	1.06428e+06	448162	445224
TstrZam	TderUga	ScafKen	0.0048241	1.9296	0.0536566	1.05429e+06	445251	440976
TstrZim	TderUga	ScafKen	0.00486639	1.89898	0.057567	1.05925e+06	447079	442749
TimbAby	TimbEth	ScafKen	0.0134595	4.16756	3.07878e-05	919549	29356.4	28576.6
TimbAby	TimbKen	ScafKen	0.0157152	5.55741	2.73802e-08	938607	28373.8	27495.8
TimbAby	TimbSom	ScafKen	0.0154243	9.39295	2.3e-16	940379	27723.9	26881.6
TimbAby	TimbTan	ScafKen	0.00562937	1.49208	0.135677	940486	27823.1	27511.6
TimbAby	TimbUga	ScafKen	0.0026187	0.829034	0.407085	916668	28619.5	28470
ToryBot	ScafKen	TimbAby	0.0531548	20.5064	2.3e-16	661213	539066	484651
ToryEth	ScafKen	TimbAby	0.0528308	20.4196	2.3e-16	664989	541005	486710
ToryKen	ScafKen	TimbAby	0.0545709	21.001	2.3e-16	651718	532722	477588
ToryNam	ScafKen	TimbAby	0.0529637	20.214	2.3e-16	664070	540965	486544
ToryRSA	ScafKen	TimbAby	0.0568754	20.5417	2.3e-16	617459	508074	453391
ToryTan	ScafKen	TimbAby	0.0531932	20.5931	2.3e-16	660560	539363	484880
ToryZam	ScafKen	TimbAby	0.0532884	20.4179	2.3e-16	663550	540637	485932
ToryZim	ScafKen	TimbAby	0.055395	22.2042	2.3e-16	643681	527836	472426
TscrGha	ScafKen	TimbAby	0.0284072	16.2472	2.3e-16	722539	464341	438688
TspeBot	ScafKen	TimbAby	0.0538848	35.2077	2.3e-16	692754	521996	468617
TspeCam	ScafKen	TimbAby	0.0550383	32.3419	2.3e-16	697960	525684	470837
TspeCon	ScafKen	TimbAby	0.0542391	31.9976	2.3e-16	696791	524348	470394
TspeDRC	ScafKen	TimbAby	0.0550593	33.146	2.3e-16	697040	525400	470563
TspeGha	ScafKen	TimbAby	0.0535089	32.1311	2.3e-16	693098	521341	468382
TspeTan	ScafKen	TimbAby	0.0543406	33.5969	2.3e-16	693704	523437	469481
TspeZam	ScafKen	TimbAby	0.0540264	32.2851	2.3e-16	685498	518374	465233
TstrBot	ScafKen	TimbAby	0.0646624	45.6723	2.3e-16	672323	525760	461896
TstrNA-	ScafKen	TimbAby	0.0741772	49.4929	2.3e-16	659491	529903	456718
TstrNam	ScafKen	TimbAby	0.0653125	47.4313	2.3e-16	671240	525679	461222
TstrRSA	ScafKen	TimbAby	0.0643323	44.4756	2.3e-16	664565	520748	457796
TstrTan	ScafKen	TimbAby	0.0649321	46.6054	2.3e-16	671254	525497	461415
TstrZam	ScafKen	TimbAby	0.0638298	45.9139	2.3e-16	664179	521394	458826
TstrZim	ScafKen	TimbAby	0.06496	44.7646	2.3e-16	667527	523830	459925
TimbEth	TimbKen	ScafKen	0.00140923	0.379613	0.704233	918867	28424.4	28344.4
TimbEth	TimbSom	ScafKen	0.00108269	0.378045	0.705397	920528	27854.4	27794.1
TimbTan	TimbEth	ScafKen	0.00781215	1.8574	0.0632543	920971	28187.8	27750.8
TimbUga	TimbEth	ScafKen	0.009732	3.22815	0.00124591	899823	27235.4	26710.4
ToryBot	ScafKen	TimbEth	0.0522651	20.0754	2.3e-16	644660	526229	473954
ToryEth	ScafKen	TimbEth	0.0519352	19.9407	2.3e-16	648329	528120	475972
ToryKen	ScafKen	TimbEth	0.0538322	20.633	2.3e-16	635411	520163	467021
ToryNam	ScafKen	TimbEth	0.052063	19.8344	2.3e-16	647423	528047	475785
